order_id,service_rating,delivery_rating,food_quality_rating
93233,4,5,4
130977,3,2,4
128251,4,4,4
190570,1,3,4
4451,3,3,2
180763,5,5,5
176523,4,5,2
150522,4,3,5
150266,3,5,4
179146,2,5,5
11267,5,4,3
91459,5,3,4
25086,5,5,5
27265,4,3,5
104079,3,2,5
187938,4,4,4
62584,3,4,3
91857,5,4,1
145230,4,2,3
17744,3,2,4
173601,5,2,4
97715,5,2,5
130333,4,3,5
155529,5,4,4
134870,4,4,4
150188,4,4,5
4512,5,4,5
197894,5,2,5
6262,3,4,4
81395,5,4,4
93882,5,2,3
41635,4,3,5
133015,5,5,3
34737,5,2,5
100115,5,3,4
148398,5,4,5
89460,4,2,4
129009,2,2,4
130327,4,3,2
180467,4,5,5
170258,1,5,5
128830,2,4,3
32558,4,3,5
99047,5,3,4
42679,4,2,3
17247,1,3,1
129475,2,4,5
93177,5,4,4
1804,3,5,5
88149,4,3,3
40109,3,3,2
30609,5,4,4
192178,5,4,2
90440,4,3,5
167440,5,4,3
51820,3,5,4
93889,5,5,4
160312,2,3,4
92417,2,4,5
150888,5,3,5
2871,4,4,4
27635,4,4,5
34957,1,5,3
14994,5,5,4
126003,4,4,3
60366,3,4,4
112607,1,5,4
79912,5,4,3
61759,4,4,2
69223,4,1,2
195253,1,5,5
91987,2,4,5
177864,5,4,2
197727,4,5,5
179411,4,5,4
8806,5,4,4
114626,3,3,4
37197,2,5,4
151376,5,5,5
100573,4,5,4
167838,1,4,4
58006,4,5,4
130623,4,4,3
111330,5,3,5
194375,5,1,4
75540,4,4,2
59125,4,4,5
99166,2,5,5
152260,5,3,3
197640,3,4,3
78360,4,4,5
8375,3,4,3
166083,5,5,2
18631,1,2,4
128454,5,4,1
148747,3,5,4
43283,4,3,3
14306,4,5,3
184924,1,4,3
122944,3,5,2
69688,5,2,4
161282,5,3,3
26751,4,4,3
116386,5,2,4
187501,4,5,5
95526,4,4,2
1387,4,5,1
30240,5,5,4
191904,5,4,3
137916,4,4,3
133457,1,5,4
99568,3,2,5
127175,5,5,4
160230,5,4,2
139982,2,4,5
30118,4,5,4
63864,4,5,1
165218,5,4,4
194515,2,5,4
85660,3,4,5
58283,5,3,4
127227,5,5,3
175429,5,4,4
42045,1,2,3
158437,3,4,2
1018,4,4,4
82204,4,3,4
17894,1,4,4
133222,5,5,1
40227,3,3,5
179674,4,2,3
147268,4,3,2
108744,5,4,3
68168,5,3,4
134186,4,4,5
52741,3,5,3
43410,2,3,5
128257,5,5,4
140286,5,5,2
150262,4,5,4
3731,2,4,4
18451,4,3,2
191478,4,3,3
42021,4,5,4
1639,2,3,5
134434,5,1,4
83539,2,5,4
76460,2,3,3
56311,1,5,5
10142,3,4,3
198723,3,5,4
142175,1,4,4
70621,3,4,2
93555,5,5,4
40479,3,3,5
166310,4,3,3
1542,3,4,3
144018,3,5,4
57263,4,3,4
147272,5,2,5
41899,4,4,4
3899,4,4,5
172114,5,2,4
162298,4,5,4
185031,3,3,4
106488,3,3,5
37120,4,3,3
137185,2,2,5
101853,4,5,3
24269,5,5,2
188103,4,5,5
191117,4,4,5
139763,4,5,5
118131,4,3,4
197521,3,3,3
176636,5,4,3
48191,4,3,4
135177,3,4,4
104499,5,1,5
23108,4,5,5
170172,2,2,4
145591,1,3,3
185337,2,3,5
13245,5,3,4
59864,4,5,5
103622,5,4,3
61401,4,4,4
157324,4,4,3
46596,5,5,4
44009,1,1,3
105830,5,5,4
24417,2,2,2
153227,4,4,4
38637,4,4,3
192994,2,5,4
38861,4,5,5
197866,2,3,5
98549,3,4,4
40260,2,5,3
157955,4,5,5
199332,1,5,5
145375,4,4,2
48333,3,4,4
23557,5,2,4
32853,5,3,4
184612,4,4,4
53411,5,4,5
35781,2,5,3
178924,5,5,2
22022,3,1,5
126665,5,1,5
163805,5,4,4
143312,5,3,4
111078,3,4,4
66090,5,3,5
131075,5,4,4
178597,4,4,4
118304,4,5,3
49054,4,5,4
58540,4,5,3
126790,5,4,4
141537,4,4,5
164582,4,2,4
80749,3,4,4
140758,5,3,5
95099,5,3,5
94326,4,3,4
107824,4,5,2
18653,4,5,2
96130,1,1,4
66974,4,3,3
143126,2,3,4
98110,4,5,5
19494,5,3,4
78821,5,4,4
50917,5,4,5
69249,3,4,3
109407,3,4,4
4081,4,5,2
197576,5,5,5
175534,5,3,4
75871,4,4,2
161847,5,4,5
75756,5,2,3
12328,4,3,2
137020,5,3,5
36596,4,1,5
164530,5,3,5
54861,3,3,3
76434,4,3,4
27783,3,5,3
14881,5,5,1
92556,4,5,3
84063,4,5,3
77282,5,1,4
32983,5,2,4
163451,3,4,3
113073,4,3,4
5746,5,3,4
127527,1,3,4
114813,5,4,4
88748,4,5,4
159513,5,5,2
56925,4,5,2
161741,5,4,5
156727,5,4,4
1266,4,5,5
184133,2,5,3
53989,5,3,5
46908,5,4,4
177662,5,5,4
109574,5,3,5
51171,3,1,3
84655,3,5,5
13500,5,3,4
126422,5,4,4
166241,2,5,5
112037,4,5,5
28480,4,3,4
147831,4,3,5
130980,3,5,5
120339,1,5,5
13814,2,3,5
47245,4,5,5
51876,5,3,4
125141,4,4,3
346,5,4,4
27989,5,3,1
70913,4,4,4
143148,3,4,5
107587,2,4,4
26799,3,5,3
20766,5,3,5
132335,4,4,4
64428,3,3,2
185577,5,2,4
98649,3,3,3
6587,3,5,4
112842,5,5,5
22297,4,2,4
186593,4,2,4
15319,5,4,4
159855,5,2,5
173240,4,3,4
90270,3,5,5
60398,3,4,5
88435,4,4,4
7862,4,1,3
152361,5,4,4
151171,5,2,5
47317,3,5,4
65302,4,2,3
6327,2,4,5
33680,4,4,5
124418,4,3,4
86738,3,5,3
49168,5,4,1
182662,5,4,4
189593,3,4,4
78179,4,5,5
130594,3,1,4
86402,4,3,5
56827,5,4,5
127592,4,1,3
89765,1,3,1
25203,4,5,1
32336,4,4,4
56115,3,3,3
20270,4,4,5
74358,5,2,5
93205,3,4,4
70339,4,4,4
24252,5,5,4
172356,5,4,5
5254,4,4,5
137436,4,2,5
114335,5,5,1
164965,3,4,4
29796,4,3,4
154525,4,4,3
182908,4,5,5
40287,5,2,5
67424,2,2,4
28055,3,4,4
198923,4,3,4
110451,4,3,5
114580,5,5,2
36918,5,2,4
119079,4,4,3
82632,3,5,2
176513,3,5,4
179763,4,5,4
91310,2,1,3
111873,4,3,4
160432,5,3,4
147906,5,5,2
9234,3,2,3
122471,5,4,5
105775,4,2,2
69454,2,1,4
20410,3,4,3
101227,2,3,4
56459,3,2,3
131628,4,4,4
23088,4,4,5
116087,5,2,4
62673,5,4,4
85169,1,4,5
137282,4,4,4
155836,1,5,5
151360,4,4,4
109730,5,3,4
48789,4,2,4
9695,3,4,5
56024,4,4,4
146614,5,4,4
9290,4,3,5
156649,2,1,4
72261,4,2,4
33902,5,1,4
99136,4,3,5
45502,4,4,3
176304,2,2,5
152321,5,3,4
43698,5,3,4
4468,3,3,5
141334,5,3,4
140031,4,4,5
22791,4,4,5
127892,5,2,4
51713,1,2,4
72512,2,1,2
175525,2,4,5
139781,1,5,5
148774,4,2,3
90512,5,4,3
168748,5,2,4
96009,4,4,5
50847,1,4,5
22318,4,1,5
179520,1,5,3
199730,4,4,4
66881,5,5,4
181947,4,2,3
128514,5,4,5
183477,5,5,5
175962,5,3,4
72879,5,4,5
22209,1,4,5
87970,2,3,4
124169,4,3,5
133562,5,4,5
148515,4,4,5
183920,5,5,5
136982,4,4,5
70792,4,4,5
109144,2,5,2
2005,5,5,3
110372,5,3,3
37845,2,5,3
35989,3,3,5
153093,1,4,3
139314,3,3,4
107378,5,4,4
152882,5,5,4
93735,4,2,5
73459,3,4,2
99927,4,5,2
168850,5,2,3
85772,4,5,2
51695,3,3,5
35684,2,5,5
29530,1,5,4
90050,5,3,4
136671,2,5,4
160087,4,3,3
26350,3,5,5
51452,2,4,3
198932,5,4,2
144984,4,5,4
4221,2,5,3
154195,1,4,2
182711,4,4,4
197890,4,1,5
192457,5,5,5
148220,2,4,5
580,1,5,5
89924,2,2,5
70000,3,5,5
182209,4,5,5
133630,4,5,5
169336,2,4,2
34851,3,2,5
11890,2,5,4
156728,2,4,5
189185,5,3,4
160787,5,4,4
161042,4,3,4
183270,5,3,4
58785,3,5,2
19389,5,1,5
111351,5,4,4
141476,4,5,4
84907,4,4,3
182573,4,4,2
19718,3,3,2
48906,5,4,4
93268,4,5,4
157615,3,4,3
136453,4,5,1
154364,4,4,3
80994,3,5,4
146856,5,5,4
18166,1,4,3
185208,5,5,4
167213,2,5,2
126412,5,5,5
21873,3,3,1
53934,3,4,3
5159,4,4,4
15432,5,5,2
161338,5,5,5
179318,2,4,5
94597,4,3,4
182895,3,4,3
73174,4,2,5
6052,4,5,4
19456,3,5,3
183102,2,3,5
94508,1,4,2
30715,5,3,4
49069,3,5,4
16859,4,4,5
59017,3,3,3
175505,5,5,5
117345,5,3,3
55806,1,5,3
94345,4,5,3
149241,4,1,3
37325,5,5,4
58811,4,2,5
103233,4,5,4
17382,5,3,4
159845,4,4,5
98788,3,4,2
197792,5,4,5
184281,5,4,5
15848,5,4,1
124648,3,5,5
145185,5,3,4
22348,4,3,5
172727,4,4,4
22757,1,4,3
30435,3,3,5
23328,3,4,5
125349,5,4,3
122184,4,5,5
75371,5,5,3
153027,4,4,4
41959,5,4,5
143960,5,4,4
48292,1,5,5
65264,5,3,2
96766,5,5,4
27718,5,2,4
175544,5,3,5
178108,2,5,4
117842,5,5,2
128441,5,5,3
177622,3,4,5
54643,5,5,5
141685,3,3,4
5247,4,4,3
80204,4,4,3
173535,1,2,4
110280,3,5,5
28784,4,5,3
63239,5,4,4
133487,5,5,5
172941,5,4,4
77999,5,1,2
22915,5,4,5
189860,4,4,2
140152,5,4,4
31477,4,1,4
43706,5,5,2
161605,5,5,3
158981,5,4,3
87150,2,5,3
113551,4,5,4
58127,4,4,5
116624,4,4,5
95687,4,2,4
131787,5,5,3
192711,4,3,3
172190,4,3,3
129377,2,3,3
148784,5,4,2
126956,4,5,4
11386,3,4,1
146434,4,4,3
66317,3,4,5
117379,5,4,4
24345,4,4,2
100201,2,2,4
13291,4,4,5
16634,5,4,5
26398,4,3,5
133802,3,3,4
162262,4,2,1
140195,5,4,4
41965,5,1,5
150052,4,4,5
16954,4,4,2
52697,1,2,5
156196,3,5,2
171839,4,1,3
142262,4,4,4
177668,4,1,1
140377,4,3,4
32340,5,4,3
121016,1,5,4
29417,3,1,4
181135,4,2,4
6925,4,3,3
6846,4,4,3
37950,1,2,3
133198,5,3,5
50870,3,4,5
161358,3,5,5
93004,5,5,4
26584,5,4,4
28883,4,1,1
146701,4,4,4
115377,4,4,2
613,5,5,3
12756,5,3,5
59726,2,4,3
120042,4,1,2
199643,1,4,5
3637,4,2,3
75465,2,4,5
108610,4,5,5
145666,2,3,4
105624,5,4,4
91925,4,4,2
177112,4,5,5
69155,4,5,3
29505,4,1,3
32045,5,5,4
189335,4,5,5
131635,3,5,3
194754,1,4,3
145125,4,5,3
41179,4,5,4
155960,5,4,3
162446,5,5,3
104858,3,5,4
108746,4,4,5
192349,4,3,4
166762,4,5,4
162245,4,3,4
105850,4,2,3
99003,4,5,5
168295,5,5,4
20272,3,4,4
141226,4,4,4
34174,5,4,1
11519,5,5,5
69642,3,5,2
54848,3,3,3
131947,5,2,5
9922,4,3,3
140699,5,5,5
95786,5,4,5
115983,1,4,4
128203,4,4,4
188844,2,4,2
97231,3,5,5
91667,4,5,3
112578,5,5,3
59080,5,2,4
122409,4,1,5
21491,5,4,5
37339,3,5,2
30216,3,4,5
161199,5,3,3
18945,5,3,3
3262,5,1,2
131100,5,4,5
69027,1,4,4
34469,3,5,4
183835,1,4,5
62222,2,4,5
174170,4,5,5
26061,4,4,5
142244,4,4,5
62678,3,4,4
90454,3,5,5
23424,5,5,5
119171,3,2,4
5107,5,5,1
121094,4,1,2
73906,5,4,4
25590,4,3,5
70654,5,5,4
214,3,4,4
96476,4,1,4
138868,3,2,3
198956,5,2,5
78041,4,3,4
154940,4,4,4
123772,5,4,3
104321,5,4,4
139237,4,4,5
33124,3,4,4
93488,5,4,4
36501,3,5,3
84627,4,4,3
31101,4,3,2
164833,1,4,4
25970,4,3,4
4098,4,3,4
55337,4,4,5
180769,5,5,3
124655,4,2,3
28641,4,4,4
48843,4,5,3
46886,5,4,3
151603,5,4,3
116811,5,4,4
45282,3,2,5
12646,4,5,3
43627,5,2,5
123565,3,2,4
187966,4,5,5
180420,4,4,4
173159,3,4,5
177366,2,5,4
178132,3,4,4
169091,2,4,3
138050,5,5,5
91246,5,5,3
113974,3,2,4
121207,4,3,2
60534,4,4,3
134619,3,5,3
25011,4,4,3
83102,2,2,5
19490,1,5,2
51948,4,5,5
44662,4,2,4
158159,4,3,3
163870,4,4,3
98620,3,5,2
174444,5,5,4
33594,4,4,5
2852,3,4,4
56896,1,2,4
162736,5,4,3
192872,5,5,1
187813,4,5,4
188067,4,3,3
117507,3,4,5
84700,1,3,2
193156,5,1,1
23875,4,4,3
183229,5,4,5
36763,3,4,4
102748,4,4,3
169526,3,4,4
184261,4,3,4
117352,3,5,5
31507,5,4,4
165559,3,2,1
151673,1,4,3
122966,5,4,5
85650,1,5,5
80685,4,3,3
133236,4,5,4
133435,5,4,4
197092,5,4,2
14954,4,4,5
104286,4,3,2
119309,3,5,5
129292,2,2,2
471,5,5,4
130075,5,3,3
15286,4,3,2
174927,2,4,1
4043,4,4,4
131840,3,3,2
158835,3,4,4
183331,5,5,5
167762,2,4,2
77037,3,4,5
136664,2,4,2
22497,5,5,5
94587,4,4,1
87589,4,5,4
174150,3,4,4
161377,5,5,4
109638,5,2,2
19006,4,4,4
5987,3,3,5
4331,4,5,4
145955,4,3,5
75099,3,3,3
125228,4,4,2
25513,4,5,5
143562,5,2,4
120601,5,4,5
151968,4,3,3
54152,5,5,3
71565,5,5,3
9846,5,5,5
97914,4,1,5
50560,2,1,3
173102,2,5,3
135574,5,5,5
64082,4,5,5
188767,3,3,3
160955,3,4,5
94975,3,2,2
195611,5,4,4
62244,4,4,4
56070,3,4,2
139516,5,5,2
123024,5,5,3
15799,3,4,3
80659,4,4,5
60740,1,4,5
153874,1,5,3
44022,5,4,3
120489,5,5,4
92690,4,5,4
104678,5,4,4
66225,4,5,3
61114,3,5,4
125999,4,3,4
29617,3,4,5
163389,4,5,1
12529,5,4,3
93539,5,4,3
117719,4,3,3
34055,5,4,4
155710,4,5,5
88709,2,3,1
94261,5,4,4
144663,4,4,2
163200,2,4,5
189716,2,2,3
142911,1,4,4
92240,4,2,5
163266,3,3,2
164802,5,3,5
96898,5,1,3
2768,4,5,2
24568,5,5,5
103205,3,4,5
4056,4,4,2
127430,4,4,3
123328,5,4,2
18946,4,4,5
73985,2,2,5
59007,1,4,4
178775,2,4,5
90182,1,3,5
154925,5,3,3
56264,2,3,3
80115,3,4,2
64957,5,2,4
197891,3,4,1
23471,3,5,2
154848,4,3,3
169331,4,5,4
123906,4,2,4
31981,3,4,5
24540,5,4,5
144851,5,5,3
53423,5,3,3
190740,5,4,3
103321,4,3,2
156704,1,5,1
94926,4,4,4
66736,5,4,3
30929,4,3,5
164675,5,1,3
114279,4,5,5
40482,4,5,3
125327,5,1,4
157617,4,4,4
61763,5,4,4
161660,3,4,5
196399,2,2,4
178766,4,5,4
87786,3,4,5
13167,4,5,2
38926,5,2,4
102840,3,3,4
136650,4,2,5
81105,5,2,4
186381,2,4,5
42476,5,3,1
176944,5,4,5
176145,4,4,1
64778,5,3,5
131914,4,1,4
147694,3,3,4
96456,5,3,4
85566,4,2,5
192929,5,3,4
98891,4,4,5
1220,4,2,4
7743,1,4,4
135755,3,5,4
23090,5,2,5
92939,4,5,4
6154,2,4,5
131401,5,5,2
58387,4,5,3
187094,3,5,4
42799,4,5,4
67362,4,5,4
50408,2,5,3
82765,3,2,5
4913,4,5,3
83401,2,2,4
102803,3,4,5
101526,5,4,4
174616,4,5,5
62223,4,4,1
76107,5,3,5
110397,4,3,5
146539,3,4,3
24112,5,5,3
198337,4,4,3
83395,3,2,5
187886,5,3,5
4496,3,4,2
178620,3,5,5
167282,2,5,4
186534,1,4,5
140387,4,3,5
140390,4,3,5
76202,5,3,5
195874,4,1,5
131666,4,1,4
118561,3,4,3
93953,4,5,5
167785,4,4,4
4060,5,4,5
162469,5,2,4
85524,3,5,5
197301,4,4,4
149039,3,3,4
148275,3,4,3
113292,4,1,5
142164,4,5,4
57537,5,4,3
61498,4,5,4
36890,5,5,4
74084,5,4,4
107931,5,1,5
983,4,4,5
124918,3,3,5
31102,5,3,5
105693,4,5,4
24293,5,4,5
47528,5,4,1
141124,5,3,4
135963,4,3,1
46508,5,5,2
30235,3,3,5
183019,5,2,4
38602,3,5,3
73322,4,4,3
143921,4,4,5
123931,2,5,4
80651,5,3,5
10044,3,5,5
45626,5,4,2
37683,4,3,5
49755,3,5,1
129362,1,3,5
131797,5,5,4
24585,4,5,5
14368,4,4,5
185371,4,2,3
189753,4,4,1
129348,2,4,4
63355,4,5,3
179080,5,3,4
156187,5,5,5
78716,5,4,4
76663,4,4,4
77158,2,3,3
39148,2,3,5
21161,3,4,5
192240,4,5,4
138002,5,4,5
7805,1,5,4
22972,1,2,4
5402,3,4,2
128302,4,4,4
155062,4,4,4
2572,2,5,5
72966,5,3,5
132036,3,5,5
176235,4,1,1
141270,1,2,4
146011,4,4,1
146390,4,1,5
85148,3,4,4
180415,3,5,4
108122,2,5,4
24934,4,5,3
93451,2,3,3
57990,2,4,5
72073,5,3,4
155077,5,5,2
136464,5,2,2
48679,4,4,3
166792,4,5,3
71343,5,5,5
149184,4,5,4
189600,5,5,1
49813,3,4,4
42406,4,3,4
91973,1,5,5
107116,4,4,5
76097,4,4,4
67741,2,5,4
3783,5,3,5
77739,2,3,4
52402,4,4,3
155875,4,1,1
34293,3,5,2
2290,5,4,5
91057,4,5,4
40190,2,5,5
69826,5,5,2
77540,5,4,5
94563,4,4,4
122175,1,4,5
67536,5,4,5
81783,5,4,5
99779,4,2,3
59132,5,4,5
108516,3,5,4
8990,1,3,5
37915,4,5,4
114081,3,5,4
61636,3,3,5
20529,5,5,4
101069,4,3,5
128617,2,4,2
6652,5,5,5
122094,1,4,1
138083,4,5,1
89683,3,4,5
39642,4,5,4
16217,4,4,4
141519,5,4,3
126332,5,4,4
108568,2,2,5
177162,3,2,3
171740,3,4,4
21127,4,5,5
82829,5,3,3
91524,3,4,4
125513,5,2,3
172008,4,4,3
97876,5,4,2
133891,3,4,3
156940,4,4,1
135265,5,2,3
198572,4,2,3
163447,1,3,3
74164,4,4,5
171574,5,4,2
60124,4,3,4
161491,2,1,5
7018,4,5,4
106713,4,3,4
68448,4,4,2
163796,5,4,5
195724,3,5,5
95387,4,4,3
63654,4,4,4
47824,5,4,5
134400,3,4,5
90929,4,3,5
32162,5,3,3
198658,4,5,4
127389,4,2,5
1367,1,3,3
44411,5,3,4
59819,5,5,3
196310,1,3,4
180750,5,3,5
8884,5,5,1
81228,5,4,4
45457,5,3,5
122032,4,2,2
30420,4,3,4
195024,4,3,3
141011,2,4,4
71328,4,4,4
38221,4,4,4
174994,5,4,4
8013,4,3,4
35922,4,1,5
68052,4,1,4
25693,4,5,4
44476,4,5,3
27655,4,5,5
5609,3,5,4
4129,5,2,4
161077,5,4,2
155514,4,5,4
29106,4,5,1
70322,3,4,4
127162,4,2,5
116329,2,3,5
41964,4,2,3
32612,2,3,5
180894,5,3,4
199501,2,3,5
155099,4,4,4
57424,5,4,4
139463,3,4,3
15860,4,5,2
106239,4,5,4
38843,2,2,2
69832,2,5,4
47226,2,4,5
101629,4,5,3
146015,4,5,5
62532,4,4,5
87679,1,4,3
159049,4,4,4
55117,4,4,5
40175,3,5,4
118677,4,4,4
105228,3,5,4
64113,3,5,5
196415,5,5,3
14082,5,3,5
156344,3,5,4
136073,5,5,3
31887,3,4,2
33350,4,4,4
174836,3,3,4
143560,5,5,3
41953,3,4,4
187912,4,5,3
15793,4,5,5
5010,2,5,4
18767,5,5,3
64481,2,5,5
127626,2,5,4
67939,4,3,4
80721,5,2,2
99782,4,3,2
6157,4,2,5
120884,5,5,5
110374,4,4,5
100979,4,3,5
36895,5,5,5
188438,2,4,4
132260,2,4,3
180377,4,2,5
20174,3,4,2
150643,2,5,4
136863,4,4,3
37912,5,5,3
95576,5,5,4
42664,4,4,3
2010,3,5,4
76803,3,4,5
181846,2,2,5
48139,4,4,4
196186,1,3,5
32532,2,3,5
193273,4,3,4
155154,2,1,4
17458,4,1,4
11202,4,2,2
196064,3,5,4
186867,5,3,5
174533,5,4,4
2819,5,2,3
49596,4,3,5
69602,3,4,5
171834,2,5,4
17858,4,5,5
2313,5,4,4
149282,4,5,5
195004,5,5,5
25232,2,5,4
34330,2,4,3
30869,1,5,3
155837,3,5,5
113326,4,5,1
19722,4,4,2
159635,4,5,5
58840,3,3,3
127158,4,5,5
113522,3,4,3
80632,2,5,4
102524,4,5,4
60004,4,4,5
50953,4,5,2
33619,2,5,4
43160,2,1,5
199114,3,5,4
173285,4,5,4
193096,1,5,4
167734,1,4,4
61605,3,4,3
157032,4,1,4
113439,4,4,3
102156,2,1,4
120334,5,5,5
44546,4,2,5
26658,5,4,4
70267,4,5,3
170042,5,3,4
17041,5,4,5
149549,4,2,4
10337,5,5,5
180124,2,3,5
139848,2,4,1
118975,1,3,3
186304,3,4,5
22391,4,3,5
179117,5,4,5
168918,5,4,4
146336,3,2,2
186930,3,4,4
138010,3,5,5
155944,3,4,5
188763,3,5,3
23767,3,5,5
6495,5,4,4
63075,5,4,2
80708,5,2,3
131126,5,5,3
35013,4,2,4
26701,4,2,4
71857,4,4,3
80764,1,3,2
41575,5,3,3
138552,4,4,3
984,3,3,5
12546,4,5,5
30431,5,5,5
195140,2,4,3
83803,4,5,1
151555,4,4,2
76489,5,4,5
7454,4,3,4
160465,4,4,4
10910,4,3,4
133551,3,5,3
102058,3,5,1
29418,4,1,1
10356,4,2,1
87989,4,4,2
127881,4,2,5
167480,2,5,5
176866,4,3,1
171032,4,4,4
165322,5,4,2
131371,5,4,2
154135,3,3,4
27688,5,5,4
104620,2,2,4
92343,4,3,3
129481,4,3,5
120605,3,4,5
88539,4,5,4
103038,2,5,3
16328,4,1,4
38942,4,5,3
83249,3,3,5
174274,5,5,4
15090,1,4,4
4946,4,4,2
52242,4,4,2
56509,3,3,2
39063,2,3,1
31755,3,5,4
96017,5,5,1
11783,5,5,5
178115,3,5,5
193576,3,4,3
176416,4,5,1
103322,4,2,5
51381,3,2,3
15813,3,5,2
107952,2,3,5
44666,4,3,4
113215,1,4,5
146400,2,5,5
121237,3,3,5
17204,5,4,5
7802,4,3,4
47470,2,4,5
67877,3,4,5
47884,5,4,5
152139,3,4,4
29234,3,5,5
31714,5,3,4
43147,5,5,4
94771,4,2,5
57999,5,2,4
39064,5,4,5
142340,5,4,4
82124,1,5,5
93372,4,5,4
6097,4,2,4
124762,2,3,5
131255,4,1,5
18182,1,4,1
52886,5,4,2
185053,5,4,3
54383,4,4,3
26786,2,4,5
71653,3,5,1
124001,1,1,3
108236,1,4,4
107209,3,4,4
25351,4,3,4
177479,4,5,1
50945,4,4,4
167108,2,3,2
18596,3,3,4
55051,4,3,2
130686,4,4,2
2393,4,4,5
71025,5,2,2
87714,4,5,4
40906,3,5,4
58775,2,5,1
17992,5,3,4
155432,4,5,5
142760,5,5,4
41999,4,4,4
134482,2,5,3
31896,2,5,3
106400,4,4,5
100865,4,4,5
141460,4,4,5
184528,5,5,5
43987,4,1,4
23287,5,5,2
25063,3,5,5
20547,5,3,3
65262,1,4,5
7859,4,3,3
130602,5,3,4
129536,4,3,4
102198,4,2,4
27537,3,4,1
56535,5,4,3
46482,4,2,3
25103,4,2,3
196609,5,4,3
64121,3,1,4
44090,4,3,4
131796,4,4,3
128325,3,4,5
100674,4,5,2
31862,5,3,5
127725,3,5,4
193724,5,5,2
122597,1,5,1
135543,5,5,3
99320,2,3,5
115571,5,5,5
131235,4,5,3
176849,3,3,5
40131,3,2,3
24910,2,5,4
177334,5,4,3
170472,5,1,4
15196,4,3,5
18681,4,3,5
130879,4,3,3
9992,5,4,4
2834,2,3,4
22350,3,3,4
68865,5,5,5
183946,1,4,5
178436,5,3,5
131451,5,3,5
63797,3,5,3
67850,1,2,4
155815,3,4,3
9629,1,4,4
36941,4,5,5
131101,5,4,5
6369,4,4,2
93701,4,3,5
148093,5,2,4
140248,2,4,5
53181,5,5,4
122240,4,5,3
97723,5,5,5
45764,4,1,3
196076,4,5,5
49173,3,4,4
154920,2,5,2
91269,5,4,4
107573,5,5,2
174241,3,5,5
128480,4,4,4
47673,2,3,3
177986,5,4,4
66579,5,3,3
163963,4,4,4
147893,5,5,3
50896,4,4,4
168115,5,3,5
112047,2,4,5
142702,4,3,4
134112,3,3,4
150559,3,5,4
110730,5,5,5
137645,3,1,3
115154,1,4,4
139890,3,4,4
130929,5,2,2
190052,5,4,5
18675,3,5,5
108397,5,5,4
178741,3,4,4
185399,4,1,4
135907,3,3,3
572,5,5,5
115636,4,4,4
71466,4,1,1
130450,5,4,4
102607,5,2,4
62425,5,4,4
71997,5,4,2
174891,3,5,5
143554,3,2,5
85889,5,5,4
70033,5,3,5
194109,4,3,4
52098,3,5,3
70257,4,4,5
13030,4,3,4
130456,2,4,2
199276,2,5,3
194843,5,4,5
90401,2,4,5
1724,5,4,2
54012,5,3,3
138176,5,3,2
180733,4,4,3
17737,4,4,4
115189,5,4,5
195831,2,5,3
148296,3,3,4
147335,3,5,5
67487,4,2,5
65661,4,5,4
93992,3,2,2
45685,1,5,5
175998,2,4,4
55412,4,4,3
16351,3,4,5
138219,5,5,2
196785,3,3,5
16899,5,5,3
94585,4,3,4
166515,4,3,3
147557,2,3,2
119563,5,5,5
140338,5,2,5
149731,2,1,4
13991,4,5,1
39102,2,4,4
75835,2,5,5
188863,4,2,1
189962,5,4,4
184867,2,4,3
12803,3,2,4
122965,1,5,5
28099,4,4,2
13691,1,4,5
144191,2,2,2
92629,2,4,4
41569,2,4,4
35040,4,4,4
80037,4,3,3
124905,5,4,3
93653,2,2,4
57462,5,1,4
92803,4,4,3
137359,3,5,3
117706,5,4,4
160162,3,5,2
71821,4,3,4
75622,4,2,4
123098,3,3,4
97392,5,4,5
22835,2,1,4
127208,3,5,5
36688,2,5,2
110843,3,4,2
100570,4,1,5
91726,3,5,4
139537,3,2,4
151291,1,4,4
120758,4,5,5
70789,4,4,3
86825,2,4,2
167115,5,5,4
59502,5,2,3
100420,4,4,5
125902,5,4,5
62727,4,5,5
154119,5,3,4
49876,3,3,4
65557,4,5,4
67907,4,3,5
53512,4,5,5
68385,3,4,3
76754,3,5,4
176495,4,5,3
34068,1,4,4
129698,4,5,4
131283,4,4,4
173224,1,4,4
87122,4,5,5
90003,4,3,4
48787,2,5,4
127542,5,5,2
112220,3,5,4
13393,5,4,4
177088,4,2,5
119266,3,5,1
131505,2,5,3
135268,5,3,5
142971,5,4,5
40897,4,5,3
41477,3,3,5
86751,4,4,5
177934,5,5,4
36710,5,3,3
166275,5,2,3
47328,4,5,4
164394,1,5,3
149416,2,4,5
102726,3,4,5
194454,5,3,4
38249,1,5,2
120702,2,4,3
22010,4,2,5
4217,4,4,4
190969,4,3,4
2699,3,5,3
132623,5,4,5
42487,4,4,4
142134,4,3,5
52255,5,5,4
72402,5,2,4
6994,1,3,5
135850,4,4,5
139438,4,3,4
8886,4,2,3
93049,3,3,5
99382,3,4,2
5648,3,1,4
59853,5,5,3
8081,5,5,4
129859,4,4,4
165590,5,4,4
65796,3,5,5
71798,4,2,5
23960,4,4,5
63852,4,4,5
84311,5,1,3
4821,5,5,5
7542,3,5,4
72360,2,2,5
160733,3,3,3
86802,3,4,4
